p,mean,var,std,se
0.1,0.9694,0.86366364,0.9293350526048181,0.009293350526048181
0.3,2.9955,2.10907975,1.452267106974471,0.014522671069744711
0.5,4.9875,2.47734375,1.5739579886388329,0.015739579886388327
0.7,7.0018,2.08979676,1.445612935747325,0.01445612935747325
0.9,8.9851,0.9066779899999999,0.9521964030597889,0.00952196403059789
